Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
841,Data Networks,Bertsekas Gallager,242.73,,,P.H.I,,722632,DCSE/19/9,1,11
842,Comp. Engineering Hardware Design,Mano,173.13,,,P.H.I,,722630,DCSE/19/9,1,12
843,Program Construction & Varification,Hoare,242.73,,,P.H.I,,722633,DCSE/19/9,1,13
844,Architecture of small Computer Sys.,Lippiatt Wright,190.53,,,P.H.I,,722631,DCSE/19/9,1,14
845,A Portable Implementation,Hekmatpour,1070.1,,,,,722634,DCSE/19/9,1,15
846,Prog. Using the C Lang.,Hutchison/Just,,,,,,722635,DCSE/19/9,1,16
847,dBase Processing,Kroenke,60,,,Galgotia,,722636,DCSE/19/9,1,17
848,Computer dBase Organization,Martin,85,,,P.H.I,,722637,DCSE/19/9,1,18
849,Computer dBase Organization,Martin,85,,,P.H.I,,722639,DCSE/19/9,1,19
850,Computer dBase Organization,Martin,85,,,P.H.I,,722638,DCSE/19/9,1,20
851,Unix Utilities,Tare,123.7,,,Mc Graw,,722640,DCSE/19/9,1,21
854,Elements of Theory of Computation,Lecois,301.71,,,P.H.I,,722709,DCSE/19/9,1,22
855,Brinch Hansen on Pascal Compiler,Hansen,230.51,,,P.H.I,,722710,DCSE/19/9,1,23
856,Introduction to Microcomputer,Mathur,66,,,TMH,,722711,DCSE/19/9,1,24
857,dBase Processing Fund. Desi. & Impl.,Kroenke,60,,,Galgotia,,771840,DCSE/19/9,1,25
858,dBase Processing Fund. Desi. & Impl.,Kroenke,60,,,Galgotia,,771839,DCSE/19/9,1,26
859,Using Microsoft C,Feibel,390.71,,,Mc Graw,,771838,DCSE/19/9,1,27
860,dBase Language Hand Book,Kalman,180,,,BPB,,722784,DCSE/19/9,2,1
861,The Hard Disk Companian,Norton,69,,,P.H.I,,776806,DCSE/19/9,2,2
862,Communicating Sequential Processes,Hoare,79,,,P.H.I,,776807,DCSE/19/9,2,3
863,Basis VSLI System,Pucknell,79,,,P.H.I,,776808,DCSE/19/9,2,4
865,Mathmatical Methods for AI,Donghaty,301.71,,,P.H.I,,776810,DCSE/19/9,2,5
864,Solving Problem on Concurrent Proc.,Fox,337.31,,,P.H.I,,776809,DCSE/19/9,2,6
866,Symbolic Computation,Enderle G.,145,,,Narosa,,777428,DCSE/19/9,2,7
867,Data Management & File Processing,Loom's,69,,,P.H.I,,777429,DCSE/19/9,2,8
868,Elippers Programming Guide,Spena,90,,,BPB,,778062,DCSE/19/9,2,9
869,Introduction to Operations Research,Gillett,,,,,LOST,778063,DCSE/19/9,2,10
871,Data Networks,Bertsekes ,75,,,P.H.I,,778065,DCSE/19/9,2,11
872,Data Structures,Reingold,60,,,CBS,,778066,DCSE/19/9,2,12
873,Discrete Mathmatics ,Witalla,133.5,,,Mc Graw,,778067,DCSE/19/9,2,13
874,Proc. Elements for Computer Graphics,Rogers,115.7,,,Mc Graw,,778068,DCSE/19/9,2,14
875,Fortran 77,Reddy,112,,,Jaico,,755072,DCSE/19/9,2,15
876,Principles of Computer Aided Design,Rooney,100,,,EWP,,755073,DCSE/19/9,2,16
877,Computer Communication & Network,Freer,120,,,EWP,,755074,DCSE/19/9,2,17
878,Principles of Dogotal & Analog Comm.,Gibson,218.68,,,Mc Graw,,755075,DCSE/19/9,2,18
879,Computer Organization & Archtecture,Stallings,200.38,,,Mc Graw,,755076,DCSE/19/9,2,19
880,An Introduction to Numerical Comp.,Yakonitz,182.08,,,Mc Graw,,755072,DCSE/19/9,2,20
882,Theory of Finite Automata,Carrodi,236.98,,,P.H.I,,755079,DCSE/19/9,2,21
883,Data Types & Data Structures,Martin,346.78,,,P.H.I,,755080,DCSE/19/9,2,22
884,Real Time Computer Control,Bennett,346.78,,,P.H.I,,755081,DCSE/19/9,2,23
885,Software Engineering,Bek,255.28,,,P.H.I,,755082,DCSE/19/9,2,24
886,Data & Computer Communication,Stallings,236.98,,,MxMac,,755083,DCSE/19/9,2,25
887,Advanced Prog. in Pascal Data Stru.,Nyhaff,182.08,,,MxMac,,755084,DCSE/19/9,2,26
881,Data Base Processing,Kroenke,255.2,,,Mc Graw,,755078,DCSE/19/9,2,27
891,Stochastic Processes,Meelhi,35,,,Wiley,,755080,DCSE/19/9,2,28
832,Illustrated Turbo Prolog,Mcallistar,75,,,BPB,,755085,DCSE/19/9,2,29
889,An Introduction to Prob. Theory & its App.,Feller,32,,,Wiley,,755087,DCSE/19/9,2,30
890,An Introduction to Prob. Theory & its App.,Feller,32,,,Wiley,,755086,DCSE/19/9,2,31
892,Schaumus Probability & Satistics,Spiegel,100.65,,,MGH,,755089,DCSE/19/9,2,32
893,Schaumus Probability & Satistics,Spiegel,100.65,,,MGH,,755090,DCSE/19/9,2,33
894,Fundamentals of Computing,Alagar,273.58,,,P.H.I,,755091,DCSE/19/9,3,1
895,File System,Harbron,236.98,,,P.H.I,,755092,DCSE/19/9,3,2
896,Parallel & Distributed Computation,Bertsekus,310.18,,,P.H.I,,755093,DCSE/19/9,3,3
897,Operating System,Pinkers,310.18,,,P.H.I,,755094,DCSE/19/9,3,4
898,Elements of Theory of Computation,Lewis,255.28,,,P.H.I,,755095,DCSE/19/9,3,5
899,Data Commu. & Distributes Networks,Black,255.28,,,P.H.I,,755096,DCSE/19/9,3,6
900,File Techn. For dBase Org. in COBOL,Johnson,236.98,,,P.H.I,,755097,DCSE/19/9,3,7
901,Computer Science,Lew,310.18,,,P.H.I,,755098,DCSE/19/9,3,8
902,Principles of Programming Language,Tennent,65,,,P.H.I,,755099,DCSE/19/9,3,9
903,Introduction to Electronics Design,Mitchell,310.18,,,P.H.I,,755100,DCSE/19/9,3,10
904,Computer Vision for Robotic System,Fairehurst,255.28,,,P.H.I,,755101,DCSE/19/9,3,11
905,Expert System Application,Vadera,75,,,Galgotia,,779788,DCSE/19/9,3,12
906,Design of Computer Data Files,Hanson,90,,,EWP,,779789,DCSE/19/9,3,13
907,Essential of Computer Data Files,Hanson,55,,,EWP,,779790,DCSE/19/9,3,14
908,Logic Algebra & dBase,Gray P.,85,,,Wiley,,779791,DCSE/19/9,3,15
909,Interactive 3D Computer Graphics,Ammeral,106.14,,,P.H.I,,779792,DCSE/19/9,3,16
910,Programming Languages,Pratt,75,,,Galgotia,,779793,DCSE/19/9,3,17
912,Fundamentals of Computer Algorithm,Horowitz & Sahni,65,,,Galgotia,,779794,DCSE/19/9,3,18
913,Fundamentals of Computer Algorithm,Horowitz & Sahni,65,,,Galgotia,,779795,DCSE/19/9,3,19
914,Teach Yourself Unix,Ashley,60,,,Galgotia,,779787,DCSE/19/9,3,20
915,The Hand book of Art.  Intel. Vol. 1,Barr,511.48,,,AW,,779717,DCSE/19/9,3,21
916,The Hand book of Art.  Intel. Vol. 1,Barr,529.78,,,AW,,779718,DCSE/19/9,3,22
917,Computer Aided Design,Encarnaco S.,1144,,,SV,,779719,DCSE/19/9,3,23
918,Syntactic Pattern Recognition,Gonzalez Thompson,965.32,,,AW,,779720,DCSE/19/9,3,24
919,Finite Markov Chains,Kemeny Snell,979,,,SV,ISSUED (SKB),779721,DCSE/19/9,3,25
920,Introduction to Discrese Structures,Preparta/Yeh,1130.02,,,AW,,779722,DCSE/19/9,3,26
921,Robot Modelling,Ranky/Ho,1408,,,SV,,779723,DCSE/19/9,3,27
922,Building Expert System,Rath,1271.85,,,AW,,779724,DCSE/19/9,3,28
923,Lisp (3rd ed.),Winston/Horn,745.72,,,AW,,779725,DCSE/19/9,3,29
924,System Simulation,wolfgang Krenfzer,1020.2,,,AW,,779726,DCSE/19/9,3,30
925,Desi. & Ana. Of Comp. Comm. & Net.,Ahuja,145.48,,,MGH,,779727,DCSE/19/9,3,31
926,System Simulation (2nd ed.),Gerdon,65,,,P.H.I,,779728,DCSE/19/9,3,32
927,Comp. Aided Design & Manufacturing,Groover / Zimmes,75,,,P.H.I,,779729,DCSE/19/9,3,33
928,Digital Principles & Application,Malvino/Leach,100.65,,,MGH,,779730,DCSE/19/9,3,34
930,Software Engineering Concepts,Richard/Fairley,127.18,,,MGH,,779732,DCSE/19/9,4,1
929,Operating Sys. (Concepts & Design),Milenkovic,163.78,,,MGH,,779731,DCSE/19/9,4,2
931,Numerical Mathmatical Anal. 6th ed.,Scarborough,49,,,IBM,,779733,DCSE/19/9,4,3
932,Principles of Comm. System 2nd ed.,Taub/Schilling,145.48,,,MGH,,779734,DCSE/19/9,4,4
934,File Organisation for dBase Design,Wiederhold,155.55,,,MGH,,779736,DCSE/19/9,4,5
935,MS DOS Advanced Programming,Young,150,,,Tech,,779737,DCSE/19/9,4,6
938,Stretching Turbo Pascal,Porter,493.18,,,Brady,,779739,DCSE/19/9,4,7
937,C with Assembly Language,Holzner,90,,,BPB,,779749,DCSE/19/9,4,8
936,Asse. Lang. Prog. For the IBM PCAT,Scanlon,456.58,,,Brady,,779738,DCSE/19/9,4,9
948,Stru. Analysis & Design of Infor. Sys.,Aktas,163.78,,,P.H.I,,779903,DCSE/19/9,4,10
949,An Intro. To Prob. Theory & Its App.,Feller,88,,,Wiley,,779904,DCSE/19/9,4,11
950,An Intro. To Prob. Theory & Its App.,Feller,88,,,Wiley,,779905,DCSE/19/9,4,12
947,Unix Programming on the 80286/386,Deikman,75,,,BPB,,779748,DCSE/19/9,4,13
933,Common Lisp,Hennessey,163.78,,,MGH,,779735,DCSE/19/9,4,14
946,Programmer's Problem Solver,Jurordain,90,,,BPB,,779747,DCSE/19/9,4,15
945,Data Commu. Networks & Design,Barkey,150,,,BPB,,779746,DCSE/19/9,4,16
943,Programmer's Guide to the EGA / VGA,Sutty/Blair,180,,,BPB,,779744,DCSE/19/9,4,17
942,Software Engineering,Pressman,,,,,,942,DCSE/19/9,4,18
940,80386 Programming Guide,Leventhal,401.68,,,Bentan,,779741,DCSE/19/9,4,19
941,The 80386 Book,Nelson,456.58,,,Microsoft,,779742,DCSE/19/9,4,20
939,Artificial Intelligence & Comp. Games,Bartle,327.35,,,Century,,779740,DCSE/19/9,4,21
944,The RS-232 Solution,Campbell,90,,,BPB,,779742,DCSE/19/9,4,22
960,Introduction to Numerical Analysis,Hildebrand,72,,,TMH,,779915,DCSE/19/9,4,23
959,Understanding CAD/CAM,Bowman,60,,,BPB,,779914,DCSE/19/9,4,24
958,Database Technology,Hughes,236.98,,,P.H.I,,779911,DCSE/19/9,4,25
957,Operation Research,Taha,255.28,,,Maxwell,,779910,DCSE/19/9,4,26
956,Desi. & Prog. Modern Comp. Systems II,Svetlana,1107.15,,,P.H.I,,779909,DCSE/19/9,4,27
955,The Busi. Gui. To Local Area Networks,Stallings,456.58,,,HWS,,779908,DCSE/19/9,4,28
954,A First Course in Probability,Ross,145.48,,,Maxwell,,779907,DCSE/19/9,4,29
953,Software Reality,Muss,173.85,,,MGH,,779913,DCSE/19/9,4,30
952,Computer System Architecture,Mano,75,,,P.H.I,,779912,DCSE/19/9,4,31
951,Real Time Software,Leigh,60,,,Jaico,,779906,DCSE/19/9,4,32
963,Fundamental of Computer Algorithm,Horowitz ,79,,,Galgotia,,779918,DCSE/19/9,5,1
964,Exp. Sys. Dev. In Prolog & Tur Prolog,Smith,65,,,Galgotia,,779919,DCSE/19/9,5,2
965,Design of Computer Data Files,Hanson,90,,,EWP,,779920,DCSE/19/9,5,3
966,Essential of Computer Data Files,Hanson,55,,,EWP,,779921,DCSE/19/9,5,4
967,Real Time Computer Control,Bennett,346.78,,,P.H.I,,779922,DCSE/19/9,5,5
968,The Logic design of Operating System,Pric,,,,,LOST,779923,DCSE/19/9,5,6
983,Turbo C Version,Manual,400,,,SKW,,755367,DCSE/19/9,5,7
984,PC/XT technical,Manual,300,,,SKW,,984,DCSE/19/9,5,8
986,Principles of Artificial Intelligence,Nilsson,120,,,N.P.H,,755360,DCSE/19/9,5,9
961,System Simulation with Digital Comp.,Narsingh,49,,,P.H.I,,755369,DCSE/19/9,5,10
980,PC Tools Deluxe Release,Manual,450,,,SKW,,755365,DCSE/19/9,5,11
981,Turbo Pascal Version,Manual,300,,,SKW,,755366,DCSE/19/9,5,12
962,Stochastic Processes,Srinivasan,39,,,TMH,,779917,DCSE/19/9,5,13
969,Pattern Clasification & Acene Ana.,Duda,1320.34,,,J.Wiley,,779924,DCSE/19/9,5,14
970,Data Structures & Program design in C (REPLACE),Kruse.R,,,,,,970,DCSE/19/9,5,15
985,Pattern Recognition Principles,Julius,1450.27,,,AW,,755359,DCSE/19/9,5,16
982,Turbo C Version,Manual,400,,,SKW,,755368,DCSE/19/9,5,17
974,Logic Algebra & database,Gray,85,,,EWP,,779929,DCSE/19/9,5,18
971,Introduction to Microprocessors,Leventhal,75,,,P.H.I,,779926,DCSE/19/9,5,19
972,The Practical Guide to Stru. Sys. Desi.,Jones,236.98,,,P.H.I,,779927,DCSE/19/9,5,20
973,Modern Computer Architecture,Rafiquzzaman,75,,,Galgotia,,779928,DCSE/19/9,5,21
989,Desi. & Prog. Modern Comp. & Systems III,Svetlana Kartashev,1134.6,,,P.H.I,,755362,DCSE/19/9,5,22
988,Desi. & Prog. Modern Comp. & Systems I,Svetlana Kartashev,1409.1,,,P.H.I,,756362,DCSE/19/9,5,23
979,Harvard Graphics Version,Harvard,350,,,SKW,,755364,DCSE/19/9,5,24
990,Mastering PC Tools Deluxe,Manual,120,,,BPB,,755356,DCSE/19/9,5,25
977,C Programming Principles,Gray,163.18,,,Mc Graw,,755234,DCSE/19/9,5,26
976,Mastering Cross Talk,Gotton,60,,,Tech,,755233,DCSE/19/9,5,27
975,Principle of Operating System,Kigner,79,,,P.H.I,,779930,DCSE/19/9,5,28
987,Programming in Pascal,Sarda,40,,,Pitamber,,755361,DCSE/19/9,5,29
978,Math. Elements for Computer Graphics,Rogers,163.78,,,Mc Graw,,755235,DCSE/19/9,5,30
2421,Advanced Computer Architecture (REPLACE),"Dezso Sima. Peter. Terence,Fountain",475,,,Pearson Education,,998746,DCSE/98/E/2,1,1
2422,Computer Graphics Principles & Practicals,"Foley,Van Dam, Feiner, Hughes",475,,,Pearson Education,,998749,DCSE/98/E/2,1,2
2423,Computer Graphics Principles & Practicals,"Foley,Van Dam, Feiner, Hughes",425,,,Pearson Education,,998748,DCSE/98/E/2,1,3
2424,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998751,DCSE/98/E/2,1,4
2425,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998754,DCSE/98/E/2,1,5
2426,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998753,DCSE/98/E/2,1,6
2427,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998752,DCSE/98/E/2,1,7
2428,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998750,DCSE/98/E/2,1,8
2429,Computer Graphics C Version,Hearn Baker,425,,,Pearson Education,,998755,DCSE/98/E/2,1,9
2430,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998759,DCSE/98/E/2,1,10
2431,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998751,DCSE/98/E/2,1,11
2432,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998756,DCSE/98/E/2,1,12
2433,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998758,DCSE/98/E/2,1,13
2434,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998760,DCSE/98/E/2,1,14
2435,Mathmatical Elements of Comp. Gr.,Roger Adams,250,,,TMH,,998761,DCSE/98/E/2,1,15
2436,Procedural Elements of Computer Graphics,Roger D.F,295,,,TMH,,994158,DCSE/98/E/2,1,16
2437,Procedural Elements of Computer Graphics,Roger D.F,295,,,TMH,,998762,DCSE/98/E/2,1,17
2438,Procedural Elements of Computer Graphics,Roger D.F,295,,,TMH,,994199,DCSE/98/E/2,1,18
2439,Procedural Elements of Computer Graphics,Roger D.F,295,,,TMH,,994200,DCSE/98/E/2,1,19
2440,Procedural Elements of Computer Graphics,Roger D.F,295,,,TMH,,998763,DCSE/98/E/2,1,20
2441,Procedural Elements of Computer Graphics,Roger D.F,295,,,,,998764,DCSE/98/E/2,1,21
2442,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,,,998765,DCSE/98/E/2,1,22
2443,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,TMH,,998770,DCSE/98/E/2,1,23
2444,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,TMH,,998766,DCSE/98/E/2,1,24
2445,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,TMH,,998768,DCSE/98/E/2,2,1
2446,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,TMH,,998769,DCSE/98/E/2,2,2
2447,Neural Network Fundamentals with Algo. & Appli.,"Bose N K,Liang P",195,,,TMH,,998767,DCSE/98/E/2,2,3
2448,Data & Computer Communications ,Stallings,265,,,PHI,,988007,DCSE/98/E/2,2,4
2449,Data & Computer Communications ,Stallings,265,,,PHI,,988008,DCSE/98/E/2,2,5
2450,Data & Computer Communications ,Stallings,265,,,TMH,,988006,DCSE/98/E/2,2,6
2451,Introduction to Probability & Statistics,Lipschutz,215,,,TMH,,988012,DCSE/98/E/2,2,7
2452,Introduction to Probability & Statistics,Lipschutz,215,,,TMH,,988011,DCSE/98/E/2,2,8
2454,Introduction to Probabilty & Statistics Application (REPLACE),Lipschutz,125,,,TMH,,988009,DCSE/98/E/2,2,9
2455,Introduction to Probability & Statistics Applications,Meyers,125,,,Oxford,,988013,DCSE/98/E/2,2,10
2456,Introduction to Probability & Statistics Applications,Meyers,125,,,Oxford,,988014,DCSE/98/E/2,2,11
2457,Introduction to Probability & Statistics Applications,Meyers,200,,,Oxford,,988015,DCSE/98/E/2,2,12
2458,Fundamentals of Statistics,Gunn A.M.,195,,,World Press,,988017,DCSE/98/E/2,2,13
2459,Fundamental of Statistics,Gunn A.M,200,,,World Press,,988016,DCSE/98/E/2,2,14
2460,Fundamentals of Statistics,Gunn A.M.,200,,,World Press,,988018,DCSE/98/E/2,2,15
2461,Fundamentals of Statistics I,Gunn A.M.,200,,,World Press,,988020,DCSE/98/E/2,2,16
2462,Fundamentals of Statistics I,Gunn A.M.,200,,,World Press,,988019,DCSE/98/E/2,2,17
2463,Fundamentals of Statistics II,Gunn A.M.,200,,,World Press,,988024,DCSE/98/E/2,2,18
2464,Fundamentals of Statistics II,Gunn A.M.,200,,,World Press,,988023,DCSE/98/E/2,2,19
2466,Fundamentals of Statistics II,Gunn A.M.,200,,,World Press,,988026,DCSE/98/E/2,2,20
2467,Fundamentals of Statistics II,Gunn A.M.,200,,,World Press,,988022,DCSE/98/E/2,2,21
2468,Fundamentals of Statistics II,Gunn A.M.,195,,,World Press,,988025,DCSE/98/E/2,2,22
2469,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,P.Hall,,988027,DCSE/98/E/2,2,23
2470,"Parallel Computers,Architecture & Programming",Raja Raman,195,,,P.Hall,,988030,DCSE/98/E/2,2,24
2471,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,P.Hall,,988031,DCSE/98/E/2,2,25
2472,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,P.Hall,,988029,DCSE/98/E/2,2,26
2473,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,P.Hall,,988028,DCSE/98/E/2,2,27
2474,Practical Parallel Programming,Wilson,195,,,PHI,,988032,DCSE/98/E/2,2,28
2475,Practical Parallel Programming,Wilson,195,,,PHI,,988033,DCSE/98/E/2,2,29
2476,"Internet Working with TCP I Principles, Protocals & Architecture",Commer Stevens,195,,,PHI,,988034,DCSE/98/E/2,2,30
2477,Software Engineering,Sommer Ville,399,,,Pearson Education,,988035,DCSE/98/E/2,2,31
2478,Moleculer Biology the Cell,Albert,4165.8,,,Garland Science,,988036,DCSE/98/E/2,2,32
2479,Data Communications & Networking (REPLACE),Forouzan,325,,,TMH,,987987,DCSE/98/E/2,3,1
2480,Data Communications & Networking,Forouzan,325,,,TMH,,987988,DCSE/98/E/2,3,2
2481,Data Communications & Networking,Forouzan,325,,,TMH,,987991,DCSE/98/E/2,3,3
2482,Data Communications & Networking,Forouzan,325,,,TMH,,987989,DCSE/98/E/2,3,4
2483,Data Communications & Networking,Forouzan,265,,,TMH,,987990,DCSE/98/E/2,3,5
2484,Data & Communications,Stallings,425,,,PHI,,987992,DCSE/98/E/2,3,6
2485,The Computer Reference JAVA J2SE 5th Edition,Schildt,425,,,Mc Graw Hill,,987993,DCSE/98/E/2,3,7
2486,The Complete Reference JAVA (REPLACE),Schildt,,,,Mc Graw Hill,,987996,DCSE/98/E/2,3,8
2487,The Complete Reference JAVA J2SE 5th Edition,Schildt,,,,Mc Graw Hill,,987997,DCSE/98/E/2,3,9
2488,The Complete Reference JAVA J2SE 5th Edition (REPLACE),Schildt,425,,,Mc Graw Hill,,987994,DCSE/98/E/2,3,10
2489,The Complete Reference JAVA J2SE 5th Edition,Schildt,425,,,Mc Graw Hill,,987995,DCSE/98/E/2,3,11
2490,Internet Working with TCP I/P,Commer Stevens,250,,,Pearson Education,,987998,DCSE/98/E/2,3,12
2491,Advanced Computer Architecture & Design Space Approach,Sima D.,450,,,Pearson Education,,1000784,DCSE/98/E/2,3,13
2492,Advanced Computer Architecture & Design Space Approach,Sima D.,450,,,Pearson Education,,1000783,DCSE/98/E/2,3,14
2493,Advanced Computer Architecture & Design Space Approach,Sima D.,450,,,Pearson Education,,1000782,DCSE/98/E/2,3,15
2494,Advanced Computer Architecture & Design Space Approach,Sima D.,450,,,Pearson Education,,1000785,DCSE/98/E/2,3,16
2495,Computer Architecture Pipelined & Parallel Processor,Flynn M.J.,275,,,Narosa,,1000787,DCSE/98/E/2,3,17
2496,Computer Architecture Pipelined & Parallel Processor,Flynn M.J.,275,,,Narosa,,1000786,DCSE/98/E/2,3,18
2497,Introduction to Parallel Processing,Sashi Kumar,175,,,P.Hall,,1000788,DCSE/98/E/2,3,19
2498,Introduction to Parallel Processing,Sashi Kumar,175,,,P.Hall,,1000789,DCSE/98/E/2,3,20
2499,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,PHI,,1000790,DCSE/98/E/2,3,21
2501,Parallel Computing Theory & Practice,Quinn,240,,,TMH,ISSUED (SHAILENDRA-RGSC),1000792,DCSE/98/E/2,3,22
2500,"Parallel Computers, Architecture & Programming",Raja Raman,195,,,PHI,,1000791,DCSE/98/E/2,3,23
2503,Bioinformatics Seqences & Genome,David M Mount,1195,,,CBS,,1000796,DCSE/98/E/2,3,24
2504,Distributed Systems ; Concepts & Design,Coulouris et al.,399,,,Pearson Education,,1000794,DCSE/98/E/2,4,1
2505,Distributed Systems ; Concepts & Design,Coulouris et al.,399,,,Pearson Education,,1000795,DCSE/98/E/2,4,2
2507,Graph Theory with Applications to Engineering & Computer Science,Deo Narsingh,225,,,PHI,,1056754,DCSE/98/E/2,4,3
2508,Graph Theory with Applications to Engineering & Computer Science,Deo Narsingh,225,,,PHI,,1056753,DCSE/98/E/2,4,4
2509,Graph Theory with Applications to Engineering & Computer Science,Deo Narsingh,225,,,PHI,,1056757,DCSE/98/E/2,4,5
2510,Graph Theory with Applications to Engineering & Computer Science,Deo Narsingh,225,,,PHI,,1056756,DCSE/98/E/2,4,6
2511,Let us C,Kanetkar,240,,,BPB,,1056760,DCSE/98/E/2,4,7
2512,Graph Theory with Applications to Engineering & Computer Science,Deo Narsingh,225,,,PHI,,1056755,DCSE/98/E/2,4,8
2514,Let us C,Kanetkar,240,,,BPB,,1056761,DCSE/98/E/2,4,9
2515,Let us C,Kanetkar,240,,,BPB,,1056762,DCSE/98/E/2,4,10
2517,Fundamentals of Software Engineerings,Rajib Mall,250,,,PHI,,1056763,DCSE/98/E/2,4,11
2518,Fundamentals of Software Engineerings,Rajib Mall,250,,,PHI,,1056764,DCSE/98/E/2,4,12
2519,Upgrading & Repairing PCS,Scott Mueller,725,,,Pearson Education,,1056765,DCSE/98/E/2,4,13
2520,Artificial Intelligence ,Rich,350,,,TMH,,1056766,DCSE/98/E/2,4,14
2521,Artificial Intelligence ,Rich,350,,,,,1056767,DCSE/98/E/2,4,15
2522,Discrete Mathmatics & Application,Rosen Kenneth,425,,,,,1056770,DCSE/98/E/2,4,16
2523,Discrete Mathmatics & Application,Rosen Kenneth,425,,,,,1056771,DCSE/98/E/2,4,17
2526,Computer Reference Java 2,Schildt,485,,,TMH,,1056773,DCSE/98/E/2,4,18
2527,Computer Reference Java 2,Schildt,485,,,TMH,,1056772,DCSE/98/E/2,4,19
2528,Computer Graphics with Open GL,Hearn Baker,599,,,Pearson,,1056774,DCSE/98/E/2,4,20
2529,Unix : Concepts & Applications,Sumitabha Das,385,,,TMH,,1056775,DCSE/98/E/2,4,21
2530,Unix : Concepts & Applications,Sumitabha Das,385,,,TMH,,1056776,DCSE/98/E/2,4,22
2531,Computer System Architecture,M.Morris Mano,225,,,Pearson,,1056778,DCSE/98/E/2,5,1
2532,Computer System Architecture,M.Morris Mano,225,,,Pearson,,1056777,DCSE/98/E/2,5,2
2533,Programming in ANSI C,E. Balaguruswamy,240,,,TMH,,1056779,DCSE/98/E/2,5,3
2535,Programming in ANSI C,E. Balaguruswamy,240,,,TMH,,1056782,DCSE/98/E/2,5,4
2536,Programming in ANSI C,E. Balaguruswamy,240,,,TMH,,1056780,DCSE/98/E/2,5,5
2538,Fundamentals of Database Systems,Elmasri Navathe,450,,,Pearson,,1056784,DCSE/98/E/2,5,6
2539,Fundamentals of Database Systems,Elmasri Navathe,450,,,Pearson,,1056786,DCSE/98/E/2,5,7
2540,Fundamentals of Database Systems,Elmasri Navathe,450,,,Pearson,,1056785,DCSE/98/E/2,5,8
2542,Microprocessors Arch. Prog. & Appli. With 8085,Gaunkar,360,,,Penram International Publishing,,1056722,DCSE/98/E/2,5,9
2541,Microprocessors Arch. Prog. & Appli. With 8085,Gaunkar,360,,,Penram International Publishing,,1056723,DCSE/98/E/2,5,10
2544,Bayesean Networks & Decision Graphs,Finn V. Jenson,4773.82,,,Springer,,1056725,DCSE/98/E/2,5,11
2545,An Introduction to  Cryptography,Mollin,4089.18,,,Chapman & Hall,,1056726,DCSE/98/E/2,5,12
2546,Pattern Discovery in Bioinformatics,Laxmi Parida,4416.38,,,,,1056727,DCSE/98/E/2,5,13
2547,Algorithm & Data Structure,Mehlhorn,2568.82,,,,,1056728,DCSE/98/E/2,5,14
2548,The C Programming Language,Kerningham & Ritchie,120,,,Pearson Education,,1056733,DCSE/98/E/2,5,15
2550,The C Programming Language,Kerningham & Ritchie,120,,,Pearson Education,,1056729,DCSE/98/E/2,5,16
2651,Software Architecture,Shaw & Garlian,225,,,PHI,not,1064448,M-156/L046,1,1
2652,Software Architecture,Shaw & Garlian,225,,,PHI,not,1064447,M-156/L046,1,2
2653,At Guide to managing & Maintaining Yours PC,Annorews J.,814,,,Cengage Learning,,1056832,M-156/L046,1,3
2654,At Guide to managing & Maintaining Yours PC,Annorews J.,814,,,Cengage Learning,,1056831,M-156/L046,1,4
2655,At Guide to managing & Maintaining Yours PC,Annorews J.,814,,,Cengage Learning,CL,1056830,M-156/L046,1,5
2656,Adobe Programmer 7.0,Proot k.,295,,,Cengage Learning,,1056833,M-156/L046,1,6
2657,Adobe Programmer 7.0,Proot k.,295,,,Cengage Learning,,1056834,M-156/L046,1,7
2658,Adobe Programmer 7.0,Proot k.,295,,,Cengage Learning,,1056835,M-156/L046,1,8
2659,Adobe Photoshop CS3,Shelly,295,,,Cengage Learning,,1056836,M-156/L046,1,9
2660,Adobe Photoshop CS3,Shelly,295,,,Cengage Learning,,1056837,M-156/L046,1,10
